Name	Length	Orientation	L_END	R_END	Cs	
minD_minC	23	Codirectional-	1225362	1225384	26.40	
minC_ycgJ	519	Divergent	1226081	1226599	26.41	
ycgJ_pliG	102	Convergent	1226969	1227070	26.43	
pliG_ycgL	241	Divergent	1227473	1227713	26.44	
ycgL_ycgM	71	Codirectional+	1228008	1228078	26.46	
ycgM_ycgN	76	Codirectional+	1228739	1228814	26.47	
ycgN_hlyE	206	Convergent	1229277	1229482	26.48	
hlyE_umuD	372	Divergent	1230395	1230766	26.51	
umuD_dsbB	1313	Convergent	1231187	1232499	26.52	
dsbB_nhaB	145	Codirectional-	1233031	1233175	26.56	
nhaB_fadR	220	Divergent	1234718	1234937	26.60	
fadR_ycgB	51	Convergent	1235658	1235708	26.62	
ycgB_dadA	329	Divergent	1237242	1237570	26.66	
dadA_dadX	9	Codirectional+	1238870	1238878	26.69	
dadX_cvrA	385	Convergent	1239950	1240334	26.71	
cvrA_ldcA	94	Codirectional-	1242072	1242165	26.76	
ldcA_emtA	99	Divergent	1243081	1243179	26.78	
emtA_ycgR	1	Convergent	1243792	1243792	26.80	
ycgR_ymgE	200	Divergent	1244528	1244727	26.81	
ymgE_ycgY	177	Codirectional+	1244983	1245159	26.82	
ycgY_treA	78	Convergent	1245601	1245678	26.84	
treA_dhaM	319	Codirectional-	1247377	1247695	26.87	
dhaM_dhaL	10	Codirectional-	1249115	1249124	26.91	
dhaL_dhaK	10	Codirectional-	1249758	1249767	26.92	
dhaK_dhaR	227	Divergent	1250839	1251065	26.95	
dhaR_ycgV	99	Convergent	1252986	1253084	26.99	
ycgV_ychF	768	Codirectional-	1255953	1256720	27.06	
ychF_pth	116	Codirectional-	1257813	1257928	27.10	
pth_ychH	277	Divergent	1258514	1258790	27.11	
ychH_dauA	54	Convergent	1259070	1259123	27.13	
dauA_prs	124	Codirectional-	1260804	1260927	27.16	
prs_ispE	150	Codirectional-	1261876	1262025	27.19	
ispE_hemA	836	Divergent	1262878	1263713	27.21	
hemA_prfA	41	Codirectional+	1264971	1265011	27.25	
prfA_ychQ	829	Codirectional+	1266095	1266923	27.28	
ychQ_ychA	3	Codirectional+	1267317	1267319	27.30	
ychA_kdsA	35	Codirectional+	1268130	1268164	27.32	
kdsA_ldrA	148	Convergent	1269020	1269167	27.34	
ldrA_rdlA	47	Divergent	1269276	1269322	27.35	
rdlA_ldrB	313	Convergent	1269390	1269702	27.35	
ldrB_rdlB	47	Divergent	1269811	1269857	27.36	
rdlB_ldrC	314	Convergent	1269924	1270237	27.36	
ldrC_rdlC	47	Divergent	1270346	1270392	27.37	
rdlC_chaA	288	Convergent	1270461	1270748	27.37	
chaA_chaB	269	Divergent	1271850	1272118	27.40	
chaB_chaC	157	Codirectional+	1272350	1272506	27.41	
chaC_ychN	43	Convergent	1273203	1273245	27.43	
ychN_ychO	184	Divergent	1273600	1273783	27.44	
ychO_narL	0	Convergent	NULL	NULL	27.47	
narL_narK	2127	Divergent	1275830	1277956	27.49	
narK_narG	515	Codirectional+	1279349	1279863	27.56	
narG_narJ	1531	Codirectional+	1283608	1285138	27.65	
narJ_rttR	1216	Convergent	1285850	1287065	27.70	
rttR_tyrV	7	Codirectional-	1287237	1287243	27.73	
tyrV_tyrT	209	Codirectional-	1287329	1287537	27.73	
tyrT_purU	159	Codirectional-	1287623	1287781	27.74	
purU_ychJ	49	Codirectional-	1288625	1288673	27.76	
ychJ_rssA	112	Divergent	1289133	1289244	27.77	
rssA_rssB	91	Codirectional+	1290151	1290241	27.80	
rssB_galU	201	Codirectional+	1291256	1291456	27.82	
galU_hns	143	Convergent	1292366	1292508	27.84	
hns_tdk	604	Divergent	1292923	1293526	27.85	
tdk_insZ'	281	Convergent	1294145	1294425	27.88	
insZ'_adhE	123	Codirectional-	1295323	1295445	27.91	
adhE_ychE	476	Divergent	1298122	1298597	27.97	
ychE_insH21	321	Codirectional+	1299246	1299566	27.99	
insH21_oppA	634	Codirectional+	1300548	1301181	28.02	
oppA_oppB	85	Codirectional+	1302814	1302898	28.07	
oppB_oppC	14	Codirectional+	1303820	1303833	28.09	
oppC_oppD	11	Codirectional+	1304743	1304753	28.11	
oppD_yciU	1053	Convergent	1305768	1306820	28.13	
yciU_clsA	34	Codirectional-	1307151	1307184	28.16	
clsA_yciY	142	Divergent	1308646	1308787	28.19	
yciY_kch	54	Convergent	1308962	1309015	28.20	
kch_yciI	299	Codirectional-	1310270	1310568	28.23	
yciI_tonB	223	Divergent	1310866	1311088	28.24	
tonB_yciA	39	Convergent	1311809	1311847	28.26	
yciA_yciB	104	Codirectional-	1312247	1312350	28.27	
yciB_yciC	29	Codirectional-	1312891	1312919	28.28	
yciC_ompW	356	Divergent	1313664	1314019	28.30	
ompW_yciE	59	Convergent	1314659	1314717	28.32	
yciE_yciF	45	Codirectional-	1315225	1315269	28.34	
yciF_yciG	85	Codirectional-	1315771	1315855	28.35	
yciG_trpA	380	Codirectional-	1316036	1316415	28.35	
trpA_trpC	1204	Codirectional-	1317223	1318426	28.38	
trpC_trpD	0	Codirectional-	NULL	NULL	28.43	
trpD_trpL	1653	Codirectional-	1321385	1323037	28.47	
trpL_yciV	137	Divergent	1323083	1323219	28.50	
yciV_yciQ	644	Codirectional+	1324102	1324745	28.53	
yciQ_rluB	210	Codirectional+	1326642	1326851	28.58	
rluB_btuR	39	Convergent	1327728	1327766	28.60	
btuR_sohB	974	Divergent	1328358	1329331	28.62	
sohB_yciN	35	Convergent	1330382	1330416	28.66	
yciN_topA	379	Divergent	1330669	1331047	28.67	
topA_cysB	209	Codirectional+	1333646	1333854	28.73	
cysB_ymiA	294	Codirectional+	1334830	1335123	28.76	
ymiA_yciX	2	Codirectional+	1335289	1335290	28.77	
yciX_acnA	372	Codirectional+	1335459	1335830	28.77	
acnA_ribA	63	Convergent	1338507	1338569	28.84	
ribA_pgpB	169	Divergent	1339161	1339329	28.85	
pgpB_yciS	148	Codirectional+	1340095	1340242	28.87	
yciS_yciM	6	Codirectional+	1340552	1340557	28.88	
yciM_pyrF	193	Codirectional+	1341728	1341920	28.91	
pyrF_osmB	451	Convergent	1342659	1343109	28.93	
osmB_yciT	268	Codirectional-	1343329	1343596	28.94	
yciT_yciZ	89	Codirectional-	1344347	1344435	28.96	
yciZ_gmr	147	Codirectional-	1344610	1344756	28.97	
gmr_ymiB	53	Divergent	1346743	1346795	29.01	
ymiB_rnb	77	Convergent	1346901	1346977	29.02	
rnb_yciW	67	Codirectional-	1348913	1348979	29.06	
yciW_fabI	143	Codirectional-	1350108	1350250	29.09	
fabI_ycjD	367	Codirectional-	1351040	1351406	29.11	
ycjD_sapF	67	Codirectional-	1351761	1351827	29.12	
sapF_sapD	1	Codirectional-	1352635	1352635	29.14	
sapD_sapB	876	Codirectional-	1353629	1354504	29.16	
sapB_ymjA	1952	Codirectional-	1355471	1357422	29.20	
ymjA_puuP	133	Codirectional-	1357669	1357801	29.25	
puuP_puuA	302	Codirectional-	1359188	1359489	29.28	
puuA_puuD	211	Divergent	1360909	1361119	29.32	
puuD_puuR	26	Codirectional+	1361885	1361910	29.34	
puuR_puuC	274	Codirectional+	1362469	1362742	29.35	
puuC_puuB	1	Codirectional+	1364231	1364231	29.39	
puuB_puuE	37	Codirectional+	1365513	1365549	29.42	
puuE_pspF	119	Convergent	1366816	1366934	29.45	
pspF_pspA	166	Divergent	1367913	1368078	29.47	
pspA_pspB	53	Codirectional+	1368748	1368800	29.49	
pspB_pspD	367	Codirectional+	1369026	1369392	29.49	
pspD_pspE	74	Codirectional+	1369615	1369688	29.51	
pspE_ycjM	212	Codirectional+	1370004	1370215	29.52	
ycjM_ycjN	13	Codirectional+	1371896	1371908	29.56	
ycjN_ycjO	20	Codirectional+	1373202	1373221	29.58	
ycjO_ycjQ	859	Codirectional+	1374104	1374962	29.60	
ycjQ_ycjR	18	Codirectional+	1376016	1376033	29.64	
ycjR_ycjS	9	Codirectional+	1376823	1376831	29.66	
ycjS_ycjU	2260	Codirectional+	1377888	1380147	29.69	
ycjU_ycjV'	13	Codirectional+	1380808	1380820	29.75	
ycjV'_ompG	44	Codirectional+	1381903	1381946	29.77	
ompG_ycjW	110	Convergent	1382853	1382962	29.79	
ycjW_ycjX	155	Divergent	1383962	1384116	29.82	
ycjX_tyrR	1205	Codirectional+	1385515	1386719	29.85	
tyrR_tpx	43	Convergent	1388262	1388304	29.91	
tpx_ycjG	118	Divergent	1388812	1388929	29.92	
ycjG_ymjC'	829	Convergent	1389896	1390724	29.94	
ymjC'_ymjD'	5	Codirectional-	1390863	1390867	29.96	
ymjD'_pgrR	1057	Divergent	1390934	1391990	29.97	
pgrR_mppA	336	Codirectional+	1392891	1393226	30.01	
mppA_ynaI	50	Convergent	1394841	1394890	30.05	
ynaI_insH1	153	Divergent	1395923	1396075	30.07	
insH1_ynaJ	272	Codirectional+	1397093	1397364	30.10	
ynaJ_uspE	49	Convergent	1397623	1397671	30.11	
uspE_fnr	151	Codirectional-	1398623	1398773	30.13	
fnr_ogt	194	Codirectional-	1399527	1399720	30.15	
ogt_abgT	10	Codirectional-	1400237	1400246	30.17	
abgT_abgB	36	Codirectional-	1401774	1401809	30.20	
abgB_abgR	1485	Divergent	1403256	1404740	30.23	
abgR_mcaS	6	Convergent	1405650	1405655	30.28	
mcaS_smrA	227	Divergent	1405752	1405978	30.29	
smrA_ydaM	20	Convergent	1406543	1406562	30.30	
ydaM_ydaN	254	Divergent	1407796	1408049	30.33	
ydaN_fnrS	95	Codirectional+	1409034	1409128	30.36	
fnrS_dbpA	260	Codirectional+	1409251	1409510	30.36	
dbpA_ttcA	128	Convergent	1410885	1411012	30.40	
ttcA_intR	51	Codirectional-	1411949	1411999	30.42	
intR_ydaQ	1	Codirectional-	1413236	1413236	30.45	
ydaQ_ydaC	78	Codirectional-	1413453	1413530	30.45	
ydaC_recT	243	Codirectional-	1413741	1413983	30.46	
recT_racC	2694	Codirectional-	1414794	1417487	30.48	
racC_ydaE	74	Codirectional-	1417764	1417837	30.54	
ydaE_sieB	662	Divergent	1418009	1418670	30.55	
sieB_ydaG	162	Convergent	1419160	1419321	30.57	
ydaG_racR	308	Codirectional-	1419457	1419764	30.58	
racR_ydaS	123	Divergent	1420242	1420364	30.60	
ydaS_ydaT	22	Codirectional+	1420662	1420683	30.61	
ydaT_ydaU	12	Codirectional+	1421107	1421118	30.62	
ydaU_ydaV	6	Codirectional+	1421977	1421982	30.64	
ydaV_rzpR'	471	Codirectional+	1422730	1423200	30.65	
rzpR'_trkG	137	Codirectional+	1423645	1423781	30.67	
trkG_ynaK	137	Codirectional+	1425240	1425376	30.71	
ynaK_tmpR'	813	Codirectional+	1425641	1426453	30.71	
tmpR'_lomR'	2	Codirectional+	1427387	1427388	30.75	
lomR'_insH1	147	Convergent	1427599	1427745	30.76	
insH1_lomR'	69	Divergent	1428727	1428795	30.78	
lomR'_stfR	64	Codirectional+	1428985	1429048	30.79	
stfR_pinR	672	Convergent	1432412	1433083	30.86	
pinR_ynaE	316	Codirectional-	1433675	1433990	30.89	
ynaE_ttcC'	733	Codirectional-	1434225	1434957	30.90	
ttcC'_uspF	176	Codirectional-	1435009	1435184	30.92	
uspF_ompN	140	Codirectional-	1435620	1435759	30.93	
ompN_micC	227	Divergent	1436894	1437120	30.96	
micC_pfo	30	Convergent	1437230	1437259	30.96	
pfo_ydbJ	273	Divergent	1440785	1441057	31.04	
ydbJ_ldhA	529	Convergent	1441325	1441853	31.05	
ldhA_ydbH	207	Divergent	1442844	1443050	31.08	
ydbH_ydbL	189	Codirectional+	1445691	1445879	31.15	
ydbL_feaR	171	Convergent	1446207	1446377	31.16	
feaR_feaB	235	Divergent	1447284	1447518	31.18	
feaB_tynA	57	Convergent	1449019	1449075	31.22	
tynA_paaZ	247	Codirectional-	1451350	1451596	31.27	
paaZ_paaA	284	Divergent	1453643	1453926	31.32	
paaA_paaB	11	Codirectional+	1454857	1454867	31.34	
paaB_paaC	8	Codirectional+	1455156	1455163	31.35	
paaC_paaD	14	Codirectional+	1455911	1455924	31.37	
paaD_paaE	7	Codirectional+	1456423	1456429	31.38	
paaE_paaG	763	Codirectional+	1457501	1458263	31.40	
paaG_paaH	1	Codirectional+	1459053	1459053	31.43	
paaH_paaJ	411	Codirectional+	1460482	1460892	31.46	
paaJ_paaK	26	Codirectional+	1462099	1462124	31.50	
paaK_paaX	100	Codirectional+	1463439	1463538	31.53	
paaX_ynbG	675	Convergent	1464490	1465164	31.55	
ynbG_ydbA'	161	Divergent	1465231	1465391	31.57	
ydbA'_insD4	16	Convergent	1467905	1467920	31.62	
insD4_ydbA'	414	Divergent	1468827	1469240	31.64	
ydbA'_insI1	64	Codirectional+	1469294	1469357	31.65	
insI1_ydbA'	7	Codirectional+	1470510	1470516	31.68	
ydbA'_ydbC	207	Codirectional+	1474014	1474220	31.76	
ydbC_ydbD	62	Codirectional+	1475082	1475143	31.78	
ydbD_ynbA	170	Codirectional+	1477451	1477620	31.83	
ynbA_ynbC	911	Codirectional+	1478227	1479137	31.85	
ynbC_ynbD	13	Codirectional+	1480896	1480908	31.90	
ynbD_azoR	53	Convergent	1482202	1482254	31.93	
azoR_hrpA	200	Divergent	1482861	1483060	31.95	
hrpA_ydcF	271	Codirectional+	1486964	1487234	32.04	
ydcF_aldA	196	Codirectional+	1488036	1488231	32.06	
aldA_gapC'	41	Convergent	1489672	1489712	32.09	
gapC'_cybB	188	Divergent	1490714	1490901	32.12	
cybB_rydC	10	Convergent	1491433	1491442	32.13	
rydC_ydcA	170	Divergent	1491507	1491676	32.13	
ydcA_hokB	71	Convergent	1491851	1491921	32.14	
hokB_sokB	47	Divergent	1492072	1492118	32.15	
sokB_trg	295	Codirectional+	1492175	1492469	32.15	
trg_ydcI	37	Convergent	1494111	1494147	32.19	
ydcI_ydcJ	216	Divergent	1495072	1495287	32.21	
ydcJ_opgD	224	Codirectional+	1496632	1496855	32.24	
opgD_ydcH	139	Codirectional+	1498512	1498650	32.28	
ydcH_rimL	62	Codirectional+	1498876	1498937	32.29	
rimL_tehA	1095	Codirectional+	1499478	1500572	32.30	
tehA_ydcL	891	Codirectional+	1501566	1502456	32.35	
ydcL_insP'	92	Convergent	1503126	1503217	32.38	
insP'_insQ	67	Divergent	1503650	1503716	32.39	
insQ_ydcO	39	Convergent	1504866	1504904	32.42	
ydcO_ydcN	91	Divergent	1506081	1506171	32.45	
ydcN_ydcP	72	Codirectional+	1506709	1506780	32.46	
ydcP_yncJ	91	Convergent	1508743	1508833	32.50	
yncJ_hicA	221	Divergent	1509065	1509285	32.51	
hicA_hicB	45	Codirectional+	1509463	1509507	32.52	
hicB_ydcR	78	Codirectional+	1509925	1510002	32.53	
ydcR_ydcS	244	Codirectional+	1511410	1511653	32.56	
ydcS_ydcT	17	Codirectional+	1512800	1512816	32.59	
ydcT_ydcU	0	Codirectional+	NULL	NULL	32.61	
ydcU_patD	805	Codirectional+	1514773	1515577	32.63	
patD_yncL	96	Convergent	1517003	1517098	32.68	
yncL_ydcX	194	Divergent	1517195	1517388	32.69	
ydcX_ydcY	85	Codirectional+	1517563	1517647	32.69	
ydcY_ydcZ	0	Convergent	NULL	NULL	32.70	
ydcZ_curA	695	Divergent	1518332	1519026	32.71	
curA_mcbR	197	Codirectional+	1520065	1520261	32.75	
mcbR_yncD	35	Convergent	1520928	1520962	32.77	
yncD_yncE	241	Divergent	1523066	1523306	32.81	
yncE_ansP	112	Convergent	1524369	1524480	32.84	
ansP_yncG	266	Divergent	1525981	1526246	32.88	
yncG_yncH	75	Codirectional+	1526865	1526939	32.89	
yncH_rhsE'	749	Codirectional+	1527153	1527901	32.90	
rhsE'_yncI'	647	Codirectional+	1529939	1530585	32.96	
yncI'_ydcC	176	Codirectional+	1531640	1531815	33.00	
ydcC_pptA	99	Codirectional+	1532953	1533051	33.03	
pptA_nhoA	738	Codirectional+	1533286	1534023	33.03	
nhoA_yddE	95	Convergent	1534870	1534964	33.07	
yddE_narV	78	Codirectional-	1535859	1535936	33.09	
narV_narY	691	Codirectional-	1536618	1537308	33.10	
narY_narU	3818	Codirectional-	1538854	1542671	33.15	
narU_yddK'	323	Codirectional-	1544061	1544383	33.27	
yddK'_yddL'	35	Codirectional-	1545715	1545749	33.30	
yddL'_yddG	259	Codirectional-	1546029	1546287	33.31	
yddG_fdnG	231	Divergent	1547170	1547400	33.33	
fdnG_fdnH	12	Codirectional+	1550449	1550460	33.40	
fdnH_yddM	1052	Convergent	1551346	1552397	33.42	
yddM_adhP	145	Codirectional-	1552683	1552827	33.45	
adhP_maeA	133	Codirectional-	1553839	1553971	33.48	
maeA_sra	156	Codirectional-	1555670	1555825	33.52	
sra_bdm	101	Codirectional-	1555964	1556064	33.52	
bdm_osmC	344	Divergent	1556281	1556624	33.53	
osmC_ddpF	55	Convergent	1557057	1557111	33.55	
ddpF_ddpC	975	Codirectional-	1558039	1559013	33.57	
ddpC_ddpA	1020	Codirectional-	1559911	1560930	33.61	
ddpA_ddpX	13	Codirectional-	1562482	1562494	33.66	
ddpX_dosP	257	Codirectional-	1563077	1563333	33.68	
dosP_dosC	24	Codirectional-	1565734	1565757	33.73	
dosC_yddW	363	Codirectional-	1567141	1567503	33.76	
yddW_gadC	130	Codirectional-	1568824	1568953	33.80	
gadC_gadB	155	Codirectional-	1570490	1570644	33.83	
gadB_pqqL	361	Codirectional-	1572046	1572406	33.87	
pqqL_yddB	44	Codirectional-	1575203	1575246	33.94	
yddB_yddA	37	Codirectional-	1577620	1577656	33.99	
yddA_ydeM	290	Codirectional-	1579343	1579632	34.03	
ydeM_ydeN	51	Codirectional-	1580791	1580841	34.06	
ydeN_ydeO	401	Codirectional-	1582525	1582925	34.09	
ydeO_safA	74	Codirectional-	1583688	1583761	34.12	
safA_ydeP	247	Codirectional-	1583960	1584206	34.12	
ydeP_ydeQ	333	Codirectional-	1586487	1586819	34.18	
ydeQ_ydeR	58	Codirectional-	1587735	1587792	34.21	
ydeR_ydeS	12	Codirectional-	1588297	1588308	34.22	
ydeS_ydeT'	13	Codirectional-	1588840	1588852	34.23	
ydeT'_yneL'	254	Codirectional-	1590080	1590333	34.26	
yneL'_hipA	317	Codirectional-	1590537	1590853	34.27	
hipA_yneO'	488	Codirectional-	1592177	1592664	34.30	
yneO'_lsrK	629	Codirectional-	1597988	1598616	34.43	
lsrK_lsrR	78	Codirectional-	1600210	1600287	34.48	
lsrR_lsrA	248	Divergent	1601242	1601489	34.50	
lsrA_lsrD	1021	Codirectional+	1603026	1604046	34.54	
lsrD_lsrB	11	Codirectional+	1605040	1605050	34.58	
lsrB_lsrF	26	Codirectional+	1606074	1606099	34.60	
lsrF_lsrG	23	Codirectional+	1606976	1606998	34.62	
lsrG_tam	56	Codirectional+	1607290	1607345	34.63	
tam_yneE	3	Convergent	1608105	1608107	34.65	
yneE_uxaB	206	Codirectional-	1609023	1609228	34.66	
uxaB_yneF	226	Codirectional-	1610681	1610906	34.70	
yneF_yneG	111	Codirectional-	1611855	1611965	34.73	
yneG_sad	989	Codirectional-	1612326	1613314	34.74	
sad_yneJ	100	Divergent	1614704	1614803	34.79	
yneJ_yneK	77	Codirectional+	1615686	1615762	34.81	
yneK_ydeA	149	Codirectional+	1616879	1617027	34.83	
ydeA_marC	24	Convergent	1618219	1618242	34.86	
marC_marR	211	Divergent	1618909	1619119	34.88	
marR_marA	19	Codirectional+	1619555	1619573	34.89	
marA_marB	31	Codirectional+	1619958	1619988	34.90	
marB_eamA	30	Convergent	1620208	1620237	34.91	
eamA_ydeE	194	Divergent	1621138	1621331	34.93	
ydeE_yneM	126	Codirectional+	1622520	1622645	34.96	
yneM_mgrR	75	Convergent	1622742	1622816	34.96	
mgrR_dgcZ	45	Codirectional-	1622915	1622959	34.96	
dgcZ_ydeI	254	Codirectional-	1623851	1624104	34.98	
ydeI_ydeJ	275	Divergent	1624498	1624772	35.00	
ydeJ_dcp	43	Convergent	1625292	1625334	35.02	
dcp_ydfG	136	Divergent	1627381	1627516	35.06	
ydfG_rspR	88	Codirectional+	1628264	1628351	35.08	
rspR_ydfZ	176	Codirectional+	1629039	1629214	35.10	
ydfZ_ydfI	34	Convergent	1629419	1629452	35.10	
ydfI_ydfJ'	88	Codirectional-	1630914	1631001	35.14	
ydfJ'_ydfK	786	Divergent	1632286	1633071	35.17	
ydfK_pinQ	316	Codirectional+	1633306	1633621	35.19	
pinQ_tfaQ	97	Convergent	1634213	1634309	35.21	
tfaQ_nohQ'	954	Codirectional-	1634886	1635839	35.22	
nohQ'_ynfO	388	Divergent	1636368	1636755	35.25	
ynfO_ydfO	57	Codirectional+	1636990	1637046	35.27	
ydfO_gnsB	151	Convergent	1637458	1637608	35.28	
gnsB_ynfN	171	Codirectional-	1637783	1637953	35.28	
ynfN_cspI	345	Codirectional-	1638110	1638454	35.29	
cspI_rzpQ	362	Codirectional-	1638668	1639029	35.30	
rzpQ_ydfR	526	Codirectional-	1639528	1640053	35.32	
ydfR_essQ	4	Codirectional-	1640366	1640369	35.34	
essQ_cspB	753	Codirectional-	1640586	1641338	35.34	
cspB_cspF	300	Divergent	1641555	1641854	35.37	
cspF_quuQ	421	Convergent	1642068	1642488	35.38	
quuQ_ydfU	13	Codirectional-	1643242	1643254	35.40	
ydfU_rem	346	Codirectional-	1644305	1644650	35.42	
rem_hokD	216	Codirectional-	1644903	1645118	35.44	
hokD_relE	71	Codirectional-	1645275	1645345	35.45	
relE_ydfV	263	Divergent	1645634	1645896	35.45	
ydfV_flxA	202	Codirectional+	1646203	1646404	35.47	
flxA_intK'	436	Convergent	1646738	1647173	35.48	
intK'_ydfX'	1	Codirectional-	1647357	1647357	35.49	
ydfX'_dicA	297	Divergent	1647637	1647933	35.50	
dicA_ydfA	166	Codirectional+	1648342	1648507	35.51	
ydfA_ydfB	1	Codirectional+	1648664	1648664	35.52	
ydfB_ydfC	29	Codirectional+	1648794	1648822	35.52	
ydfC_dicF	340	Codirectional+	1649042	1649381	35.53	
dicF_dicB	174	Codirectional+	1649435	1649608	35.54	
dicB_ydfE'	280	Codirectional+	1649798	1650077	35.54	
ydfE'_insD5'	2	Codirectional+	1650843	1650844	35.57	
insD5'_intQ'	13	Codirectional+	1651538	1651550	35.58	
intQ'_ydfJ'	46	Convergent	1652709	1652754	35.61	
ydfJ'_rspB	57	Codirectional-	1652839	1652895	35.61	
rspB_rspA	11	Codirectional-	1653916	1653926	35.63	
rspA_ynfA	205	Codirectional-	1655142	1655346	35.66	
ynfA_ynfB	134	Divergent	1655674	1655807	35.67	
ynfB_speG	34	Codirectional+	1656150	1656183	35.68	
speG_ynfC	2	Convergent	1656745	1656746	35.69	
ynfC_ynfD	107	Divergent	1657458	1657564	35.71	
ynfD_ynfE	198	Codirectional+	1657871	1658068	35.72	
ynfE_ynfF	60	Codirectional+	1660496	1660555	35.77	
ynfF_ynfG	10	Codirectional+	1662980	1662989	35.83	
ynfG_ynfH	1	Codirectional+	1663608	1663608	35.84	
ynfH_dmsD	42	Codirectional+	1664464	1664505	35.86	
dmsD_clcB	194	Codirectional+	1665121	1665314	35.87	
clcB_mlc	772	Convergent	1666572	1667343	35.90	
mlc_ynfL	134	Codirectional-	1668565	1668698	35.95	
ynfL_ynfM	106	Divergent	1669593	1669698	35.97	
ynfM_asr	423	Codirectional+	1670953	1671375	36.00	
asr_ydgU	92	Codirectional+	1671685	1671776	36.01	
ydgU_ydgD	99	Codirectional+	1671861	1671959	36.02	
ydgD_mdtI	38	Convergent	1672782	1672819	36.04	
mdtI_tqsA	763	Divergent	1673150	1673912	36.05	
tqsA_pntB	24	Convergent	1674948	1674971	36.09	
pntB_pntA	10	Codirectional-	1676361	1676370	36.12	
pntA_ydgH	523	Divergent	1677904	1678426	36.15	
ydgH_ydgI	185	Codirectional+	1679372	1679556	36.18	
ydgI_folM	36	Codirectional+	1680940	1680975	36.21	
folM_rstA	460	Codirectional+	1681699	1682158	36.23	
rstA_rstB	3	Codirectional+	1682879	1682881	36.26	
rstB_tus	75	Codirectional+	1684184	1684258	36.28	
tus_fumA	1542	Convergent	1685189	1686730	36.31	
fumA_manA	198	Divergent	1688378	1688575	36.37	
manA_ydgA	100	Codirectional+	1689752	1689851	36.40	
ydgA_uidC	225	Convergent	1691361	1691585	36.44	
uidC_uidB	38	Codirectional-	1692852	1692889	36.47	
uidB_uidR	2198	Codirectional-	1694264	1696461	36.50	
uidR_hdhA	220	Codirectional-	1697053	1697272	36.56	
hdhA_malI	111	Codirectional-	1698041	1698151	36.58	
malI_malX	174	Divergent	1699181	1699354	36.61	
malX_malY	9	Codirectional+	1700948	1700956	36.65	
malY_add	103	Codirectional+	1702130	1702232	36.67	
add_ydgJ	33	Convergent	1703235	1703267	36.69	
ydgJ_blr	242	Divergent	1704309	1704550	36.72	
blr_cnu	272	Codirectional+	1704677	1704948	36.73	
cnu_ydgK	85	Codirectional+	1705165	1705249	36.74	
ydgK_rsxA	76	Codirectional+	1705691	1705766	36.75	
rsxA_rsxC	570	Codirectional+	1706349	1706918	36.76	
rsxC_rsxD	0	Codirectional+	NULL	NULL	36.82	
rsxD_rsxG	3	Codirectional+	1710201	1710203	36.84	
rsxG_rsxE	3	Codirectional+	1710825	1710827	36.86	
rsxE_dtpA	1245	Codirectional+	1711524	1712768	36.87	
dtpA_gstA	105	Codirectional+	1714272	1714376	36.93	
gstA_pdxY	43	Convergent	1714983	1715025	36.95	
pdxY_tyrS	58	Codirectional-	1715890	1715947	36.97	
tyrS_pdxH	128	Codirectional-	1717223	1717350	37.00	
pdxH_mliC	58	Codirectional-	1718008	1718065	37.01	
mliC_anmK	97	Codirectional-	1718396	1718492	37.02	
anmK_slyB	273	Divergent	1719603	1719875	37.05	
slyB_slyA	46	Convergent	1720344	1720389	37.06	
slyA_ydhI	200	Divergent	1720825	1721024	37.07	
ydhI_ydhJ	2	Codirectional+	1721262	1721263	37.08	
ydhJ_sodC	2012	Convergent	1722122	1724133	37.10	
sodC_ydhF	80	Codirectional-	1724656	1724735	37.16	
ydhF_ydhL	48	Codirectional-	1725633	1725680	37.18	
ydhL_nemR	102	Divergent	1725921	1726022	37.18	
nemR_nemA	36	Codirectional+	1726623	1726658	37.20	
nemA_gloA	80	Codirectional+	1727757	1727836	37.22	
gloA_rnt	102	Codirectional+	1728245	1728346	37.23	
rnt_lhr	92	Codirectional+	1728995	1729086	37.25	
lhr_grxD	50	Convergent	1733704	1733753	37.35	
grxD_mepH	333	Divergent	1734102	1734434	37.36	
mepH_sodB	127	Codirectional+	1735251	1735377	37.38	
sodB_ydhP	161	Convergent	1735960	1736120	37.40	
ydhP_ynhF	165	Codirectional-	1737291	1737455	37.43	
ynhF_purR	298	Divergent	1737546	1737843	37.43	
purR_ydhC	1041	Codirectional+	1738870	1739910	37.46	
ydhC_cfa	290	Codirectional+	1741123	1741412	37.51	
cfa_ribC	39	Convergent	1742562	1742600	37.54	
ribC_mdtK	214	Divergent	1743243	1743456	37.56	
mdtK_ydhQ	40	Convergent	1744831	1744870	37.59	
ydhQ_valV	307	Divergent	1746128	1746434	37.62	
valV_valW	4	Codirectional+	1746512	1746515	37.63	
valW_ydhR	107	Codirectional+	1746593	1746699	37.63	
ydhR_ydhS	125	Codirectional+	1747006	1747130	37.64	
ydhS_ydhT	11	Convergent	1748736	1748746	37.67	
ydhT_ydhU	3	Codirectional-	1749560	1749562	37.69	
ydhU_ydhW	728	Codirectional-	1750349	1751076	37.71	
ydhW_ydhV	3	Codirectional-	1751725	1751727	37.74	
ydhV_ydhY	20	Codirectional-	1753831	1753850	37.78	
ydhY_ydhZ	454	Codirectional-	1754478	1754931	37.80	
ydhZ_pykF	556	Divergent	1755142	1755697	37.81	
pykF_lpp	310	Codirectional+	1757111	1757420	37.86	
